,CustomerID,Recency,Frequency,Monetary,R,F,M,Seg
1623,14550,11,2,765.62,5,3,3,Loyal
1624,14551,18,2,186.23000000000002,4,3,1,Loyal
1625,14552,152,1,165.07,2,1,1,Normal
1626,14553,19,5,859.27,4,4,3,Loyal
1627,14554,10,4,2381.04,5,4,5,Champion
1628,14555,57,2,324.14,3,3,2,Loyal
1629,14557,85,1,788.38,2,1,3,Normal
1630,14560,7,22,2237.77,5,5,5,Champion
1631,14561,76,3,1080.76,2,3,4,At risk
1632,14562,4,18,5074.77,5,5,5,Champion
1633,14565,96,4,3099.12,2,4,5,At risk
1634,14566,111,1,1432.0,2,1,4,Lost high value
1635,14567,57,2,1530.3600000000001,3,3,4,Loyal
1636,14569,1,1,227.39,5,1,1,New customer
1637,14570,281,2,218.05999999999997,1,3,1,Normal
1638,14572,3,7,2832.84,5,5,5,Champion
1639,14573,180,9,1653.42,1,5,4,At risk
1640,14576,372,1,35.400000000000006,1,1,1,Normal
1641,14577,13,4,859.7100000000002,5,4,3,Loyal
1642,14578,3,1,168.63,5,1,1,New customer
1643,14581,17,1,138.6,4,1,1,New customer
1644,14582,41,1,114.11000000000001,3,1,1,Normal
1645,14583,6,5,1052.5500000000002,5,4,4,Champion
1646,14584,169,4,1042.26,2,4,4,At risk
1647,14585,50,1,157.05,3,1,1,Normal
1648,14586,277,1,237.35999999999999,1,1,1,Normal
1649,14587,19,9,1601.14,4,5,4,Champion
1650,14589,372,1,39.75,1,1,1,Normal
1651,14591,15,4,1447.1400000000003,4,4,4,Champion
1652,14592,35,3,570.4599999999999,3,3,3,Loyal
1653,14593,22,3,617.99,4,3,3,Loyal
1654,14594,7,2,379.83000000000004,5,3,2,Loyal
1655,14595,20,6,1740.6,4,5,4,Champion
1656,14597,11,2,883.15,5,3,3,Loyal
1657,14598,44,1,221.96999999999997,3,1,1,Normal
1658,14600,306,1,393.33,1,1,2,Normal
1659,14601,11,1,213.96,5,1,1,New customer
1660,14603,275,1,660.0,1,1,3,Normal
1661,14606,1,93,12156.650000000001,5,5,5,Champion
1662,14607,16,14,16569.5,4,5,5,Champion
1663,14608,4,4,1785.15,5,4,4,Champion
1664,14609,72,4,601.56,3,4,3,Loyal
1665,14616,243,3,406.08000000000004,1,3,2,Normal
1666,14618,9,3,553.44,5,3,3,Loyal
1667,14619,246,1,394.43999999999994,1,1,2,Normal
1668,14620,206,2,412.78,1,3,2,Normal
1669,14621,1,5,1788.3600000000004,5,4,4,Champion
1670,14622,185,1,320.58000000000004,1,1,2,Normal
1671,14623,32,5,889.25,4,4,3,Loyal
1672,14624,57,2,225.85000000000002,3,3,1,Loyal
1673,14625,196,2,899.63,1,3,3,Normal
1674,14626,24,4,2791.27,4,4,5,Champion
1675,14628,91,2,671.96,2,3,3,Normal
1676,14629,4,2,959.01,5,3,4,Loyal
1677,14631,51,3,1006.98,3,3,4,Loyal
1678,14632,263,1,114.56,1,1,1,Normal
1679,14633,266,1,344.8999999999999,1,1,2,Normal
1680,14636,36,2,609.8499999999999,3,3,3,Loyal
1681,14638,51,1,443.59999999999997,3,1,2,Normal
1682,14639,52,6,2984.4900000000002,3,5,5,Loyal
1683,14640,24,6,2125.08,4,5,5,Champion
1684,14641,22,1,110.46,4,1,1,New customer
1685,14642,59,1,96.12,3,1,1,Normal
1686,14643,170,2,693.8100000000001,2,3,3,Normal
1687,14644,68,2,830.7599999999999,3,3,3,Loyal
1688,14645,157,2,597.09,2,3,3,Normal
1689,14646,2,73,280206.02,5,5,5,Champion
1690,14647,201,1,243.22,1,1,1,Normal
1691,14649,5,4,1417.2900000000002,5,4,4,Champion
1692,14651,67,2,654.6000000000001,3,3,3,Loyal
1693,14652,77,1,114.18,2,1,1,Normal
1694,14653,1,7,1947.5500000000002,5,5,4,Champion
1695,14655,8,4,1932.23,5,4,4,Champion
1696,14656,169,2,291.05,2,3,2,Normal
1697,14657,18,4,848.2200000000003,4,4,3,Loyal
1698,14658,5,2,247.14999999999998,5,3,1,Loyal
1699,14659,9,9,2529.93,5,5,5,Champion
1700,14660,87,2,285.74,2,3,2,Normal
1701,14661,27,1,107.95,4,1,1,New customer
1702,14662,29,4,771.1700000000001,4,4,3,Loyal
1703,14664,20,2,637.89,4,3,3,Loyal
1704,14665,61,5,1835.7,3,4,4,Loyal
1705,14666,24,1,195.25,4,1,1,New customer
1706,14667,11,25,9241.2,5,5,5,Champion
1707,14669,242,3,1269.99,1,3,4,At risk
1708,14670,280,2,411.53,1,3,2,Normal
1709,14672,235,2,765.55,1,3,3,Normal
1710,14673,3,5,1736.3999999999999,5,4,4,Champion
1711,14675,16,1,604.75,4,1,3,New customer
1712,14676,31,6,2548.24,4,5,5,Champion
1713,14680,25,16,28754.109999999997,4,5,5,Champion
1714,14681,71,3,498.95,3,3,3,Loyal
1715,14682,188,2,52.0,1,3,1,Normal
1716,14684,26,5,1236.2800000000002,4,4,4,Champion
1717,14687,107,1,628.38,2,1,3,Normal
1718,14688,8,21,5630.869999999999,5,5,5,Champion
1719,14689,209,1,112.8,1,1,1,Normal
1720,14690,44,2,371.7,3,3,2,Loyal
1721,14691,31,5,2114.33,4,4,5,Champion
1722,14692,137,4,591.55,2,4,3,Normal
1723,14693,265,1,172.9,1,1,1,Normal
1724,14696,4,7,2078.95,5,5,5,Champion
1725,14697,218,2,188.60999999999996,1,3,1,Normal
1726,14698,2,5,1250.7600000000002,5,4,4,Champion
1727,14699,214,1,109.13,1,1,1,Normal
1728,14700,32,3,2235.3,4,3,5,Loyal
1729,14701,11,9,2549.37,5,5,5,Champion
1730,14702,1,17,3292.1400000000003,5,5,5,Champion
1731,14703,15,1,318.17,4,1,2,New customer
1732,14704,11,9,1546.9100000000003,5,5,4,Champion
1733,14705,199,1,179.0,1,1,1,Normal
1734,14708,3,3,1126.3700000000001,5,3,4,Loyal
1735,14709,15,13,4921.04,4,5,5,Champion
1736,14710,14,4,606.13,4,4,3,Loyal
1737,14711,10,11,2868.8,5,5,5,Champion
1738,14712,29,3,917.0700000000002,4,3,3,Loyal
1739,14713,9,11,2666.36,5,5,5,Champion
1740,14714,24,1,160.19,4,1,1,New customer
1741,14715,25,4,867.3800000000001,4,4,3,Loyal
1742,14716,43,2,329.67999999999995,3,3,2,Loyal
1743,14719,2,5,1602.13,5,4,4,Champion
1744,14720,6,3,663.8100000000001,5,3,3,Loyal
1745,14722,147,1,187.91999999999996,2,1,1,Normal
1746,14723,10,6,1158.3000000000002,5,5,4,Champion
1747,14725,25,1,718.0799999999999,4,1,3,New customer
1748,14727,274,1,268.58,1,1,2,Normal
1749,14729,374,1,313.49,1,1,2,Normal
1750,14730,1,8,2005.06,5,5,4,Champion
1751,14731,47,3,380.02000000000004,3,3,2,Loyal
1752,14732,8,8,2702.4900000000002,5,5,5,Champion
1753,14733,16,12,9585.910000000002,4,5,5,Champion
1754,14735,4,32,6065.6900000000005,5,5,5,Champion
1755,14737,4,3,1164.55,5,3,4,Loyal
1756,14738,43,7,1314.4499999999998,3,5,4,Loyal
1757,14739,4,7,3902.2800000000007,5,5,5,Champion
1758,14740,197,3,1448.2099999999998,1,3,4,At risk
1759,14741,12,6,1400.3400000000001,5,5,4,Champion
1760,14744,16,7,1099.98,4,5,4,Champion
1761,14745,113,5,1220.26,2,4,4,At risk
1762,14747,249,1,328.2,1,1,2,Normal
1763,14748,29,5,1415.75,4,4,4,Champion
1764,14752,44,1,389.64,3,1,2,Normal
1765,14753,87,1,563.15,2,1,3,Normal
1766,14754,45,2,638.05,3,3,3,Loyal
1767,14755,10,11,5010.28,5,5,5,Champion
1768,14756,15,1,738.9599999999999,4,1,3,New customer
1769,14757,75,1,420.50000000000006,2,1,2,Normal
1770,14758,145,4,1484.0600000000004,2,4,4,At risk
1771,14759,5,3,1625.97,5,3,4,Loyal
1772,14760,297,1,89.2,1,1,1,Normal
1773,14761,59,2,255.9,3,3,2,Loyal
1774,14762,264,1,300.52,1,1,2,Normal
1775,14764,47,1,278.3,3,1,2,Normal
1776,14765,29,3,254.10999999999999,4,3,2,Loyal
1777,14766,8,6,2473.37,5,5,5,Champion
1778,14768,17,2,192.6,4,3,1,Loyal
1779,14769,3,8,10674.75,5,5,5,Champion
1780,14770,232,2,876.42,1,3,3,Normal
1781,14772,112,1,139.26,2,1,1,Normal
1782,14775,58,3,1011.8999999999999,3,3,4,Loyal
1783,14776,51,11,2538.2999999999997,3,5,5,Loyal
1784,14778,127,2,730.86,2,3,3,Normal
1785,14779,281,3,386.1499999999999,1,3,2,Normal
1786,14780,55,2,447.68,3,3,2,Loyal
1787,14782,320,1,200.1,1,1,1,Normal
1788,14784,26,2,289.99000000000007,4,3,2,Loyal
1789,14785,10,2,77.4,5,3,1,Loyal
1790,14788,7,2,679.44,5,3,3,Loyal
1791,14789,29,1,197.64000000000001,4,1,1,New customer
1792,14790,17,4,745.0600000000002,4,4,3,Loyal
1793,14792,64,1,6.2,3,1,1,Normal
1794,14793,21,1,228.99000000000004,4,1,1,New customer
1795,14794,3,7,1319.9099999999999,5,5,4,Champion
1796,14795,166,1,131.45000000000002,2,1,1,Normal
1797,14796,1,17,8022.49,5,5,5,Champion
1798,14798,53,3,173.74,3,3,1,Loyal
1799,14799,51,1,157.7,3,1,1,Normal
1800,14800,48,12,4339.74,3,5,5,Loyal
1801,14801,61,1,193.14,3,1,1,Normal
1802,14803,162,3,845.55,2,3,3,Normal
1803,14804,9,1,353.27,5,1,2,New customer
1804,14805,15,4,554.65,4,4,3,Loyal
1805,14806,75,1,193.39,2,1,1,Normal
1806,14808,40,8,2741.17,3,5,5,Loyal
1807,14810,41,11,2087.88,3,5,5,Loyal
1808,14813,370,2,155.43,1,3,1,Normal
1809,14815,37,2,778.5000000000001,3,3,3,Loyal
1810,14816,197,1,271.85,1,1,2,Normal
1811,14817,200,2,1110.34,1,3,4,At risk
1812,14818,74,3,657.8,2,3,3,Normal
1813,14819,64,2,272.07,3,3,2,Loyal
1814,14820,21,4,507.2900000000001,4,4,3,Loyal
1815,14821,367,1,48.800000000000004,1,1,1,Normal
1816,14823,180,3,321.42999999999995,1,3,2,Normal
1817,14824,10,4,1127.71,5,4,4,Champion
1818,14825,4,12,2226.91,5,5,5,Champion
1819,14828,197,3,2139.76,1,3,5,At risk
1820,14829,29,4,697.5500000000001,4,4,3,Loyal
1821,14830,53,1,197.13,3,1,1,Normal
1822,14834,18,6,1720.3000000000002,4,5,4,Champion
1823,14836,10,3,102.44999999999999,5,3,1,Loyal
1824,14837,90,4,1649.5,2,4,4,At risk
1825,14840,268,1,62.85,1,1,1,Normal
1826,14841,53,6,3295.76,3,5,5,Loyal
1827,14842,44,4,2824.69,3,4,5,Loyal
1828,14844,64,4,3189.8100000000004,3,4,5,Loyal
1829,14847,149,1,309.4,2,1,2,Normal
1830,14849,22,25,7930.54,4,5,5,Champion
1831,14850,312,1,325.75,1,1,2,Normal
1832,14851,23,2,511.34999999999997,4,3,3,Loyal
1833,14852,58,6,2836.6900000000005,3,5,5,Loyal
1834,14853,24,2,475.8,4,3,2,Loyal
1835,14854,78,7,2759.83,2,5,5,At risk
1836,14855,119,2,645.65,2,3,3,Normal
1837,14856,36,3,1311.38,3,3,4,Loyal
1838,14857,60,2,1173.1200000000001,3,3,4,Loyal
1839,14859,13,4,1353.74,5,4,4,Champion
1840,14860,19,1,170.32,4,1,1,New customer
1841,14861,52,1,125.79000000000002,3,1,1,Normal
1842,14862,26,2,841.2,4,3,3,Loyal
1843,14863,29,1,266.76,4,1,2,New customer
1844,14865,7,2,52.2,5,3,1,Loyal
1845,14866,11,12,14389.900000000001,5,5,5,Champion
1846,14867,186,3,710.28,1,3,3,Normal
1847,14868,3,8,2953.59,5,5,5,Champion
1848,14869,9,2,725.7,5,3,3,Loyal
1849,14870,262,1,327.25,1,1,2,Normal
1850,14871,3,4,522.38,5,4,3,Loyal
1851,14873,210,1,519.68,1,1,3,Normal
1852,14875,108,2,1465.3200000000002,2,3,4,At risk
1853,14878,13,9,1485.54,5,5,4,Champion
1854,14880,77,3,706.19,2,3,3,Normal
1855,14881,20,1,255.4,4,1,2,New customer
1856,14882,27,2,589.7,4,3,3,Loyal
1857,14883,19,6,761.59,4,5,3,Loyal
1858,14885,132,1,765.32,2,1,3,Normal
1859,14886,253,1,364.79999999999995,1,1,2,Normal
1860,14887,79,1,1862.0,2,1,4,Lost high value
1861,14888,207,1,369.2,1,1,2,Normal
1862,14889,336,1,135.9,1,1,1,Normal
1863,14890,254,1,125.65,1,1,1,Normal
1864,14891,148,2,554.38,2,3,3,Normal
1865,14893,10,2,1237.8500000000001,5,3,4,Loyal
1866,14894,85,1,655.75,2,1,3,Normal
1867,14895,8,20,11138.710000000003,5,5,5,Champion
1868,14896,205,2,468.77,1,3,2,Normal
1869,14897,8,4,1366.3799999999999,5,4,4,Champion
1870,14898,23,6,1303.5200000000002,4,5,4,Champion
1871,14901,11,9,1421.29,5,5,4,Champion
1872,14902,26,1,332.66,4,1,2,New customer
1873,14903,21,5,2810.63,4,4,5,Champion
1874,14904,2,2,1025.44,5,3,4,Loyal
1875,14905,158,2,616.15,2,3,3,Normal
1876,14907,3,7,3501.1000000000004,5,5,5,Champion
1877,14908,74,1,277.79999999999995,2,1,2,Normal
1878,14910,3,4,434.3499999999999,5,4,2,Loyal
1879,14911,1,201,143825.06,5,5,5,Champion
1880,14912,17,2,867.8499999999999,4,3,3,Loyal
1881,14913,36,4,1227.4299999999998,3,4,4,Loyal
1882,14915,91,2,307.47999999999996,2,3,2,Normal
1883,14916,71,4,1268.98,3,4,4,Loyal
1884,14918,116,2,1610.15,2,3,4,At risk
1885,14920,213,2,977.77,1,3,4,At risk
1886,14921,30,2,1316.0700000000002,4,3,4,Loyal
1887,14923,51,1,749.1,3,1,3,Normal
1888,14924,246,1,310.05,1,1,2,Normal
1889,14929,32,1,223.88,4,1,1,New customer
1890,14930,109,3,2372.8599999999997,2,3,5,At risk
1891,14931,5,5,1257.68,5,4,4,Champion
1892,14932,366,1,363.53000000000003,1,1,2,Normal
1893,14934,82,2,1890.94,2,3,4,At risk
1894,14935,297,1,1784.71,1,1,4,Lost high value
1895,14936,34,8,8137.02,3,5,5,Loyal
1896,14937,57,3,1621.88,3,3,4,Loyal
1897,14944,30,12,5900.250000000001,4,5,5,Champion
1898,14946,14,1,100.9,4,1,1,New customer
1899,14947,72,2,290.82000000000005,3,3,2,Loyal
1900,14948,23,6,1101.97,4,5,4,Champion
1901,14950,19,1,371.19999999999993,4,1,2,New customer
1902,14951,79,1,311.69,2,1,2,Normal
1903,14952,60,11,8099.49,3,5,5,Loyal
1904,14953,25,1,289.82,4,1,2,New customer
1905,14954,12,1,336.16999999999996,5,1,2,New customer
1906,14957,253,1,58.49,1,1,1,Normal
1907,14958,147,3,499.67999999999995,2,3,3,Normal
1908,14959,64,4,695.42,3,4,3,Loyal
1909,14960,8,2,221.26999999999998,5,3,1,Loyal
1910,14961,11,9,7044.68,5,5,5,Champion
1911,14962,271,1,126.70000000000002,1,1,1,Normal
1912,14963,10,5,1487.8000000000002,5,4,4,Champion
1913,14964,247,1,206.20999999999998,1,1,1,Normal
1914,14965,96,2,599.0,2,3,3,Normal
1915,14966,15,1,191.32,4,1,1,New customer
1916,14967,50,1,463.79999999999995,3,1,2,Normal
1917,14968,30,1,147.59,4,1,1,New customer
1918,14970,68,4,1592.06,3,4,4,Loyal
1919,14971,35,3,1116.5700000000002,3,3,4,Loyal
1920,14972,128,1,114.77000000000001,2,1,1,Normal
1921,14973,107,3,1314.45,2,3,4,At risk
1922,14974,37,1,114.39000000000001,3,1,1,Normal
1923,14975,57,1,279.94,3,1,2,Normal
1924,14976,57,7,790.8600000000001,3,5,3,Loyal
1925,14978,72,5,1931.42,3,4,4,Loyal
1926,14981,246,1,102.12,1,1,1,Normal
1927,14984,19,2,213.26999999999998,4,3,1,Loyal
1928,14985,198,2,296.7499999999999,1,3,2,Normal
1929,14987,16,2,326.4,4,3,2,Loyal
1930,14988,212,1,334.54,1,1,2,Normal
1931,14995,39,2,233.23,3,3,1,Loyal
1932,14997,46,3,546.1999999999999,3,3,3,Loyal
1933,14998,170,2,429.87,2,3,2,Normal
1934,15000,48,1,490.52,3,1,3,Normal
1935,15002,116,4,1641.7600000000002,2,4,4,At risk
1936,15004,147,1,1246.32,2,1,4,Lost high value
1937,15005,16,28,6316.57,4,5,5,Champion
1938,15006,51,1,502.09000000000003,3,1,3,Normal
1939,15007,159,1,156.91,2,1,1,Normal
1940,15009,12,3,1261.7800000000002,5,3,4,Loyal
1941,15010,36,1,308.94000000000005,3,1,2,Normal
1942,15012,54,2,423.0400000000001,3,3,2,Loyal
1943,15014,43,2,260.17,3,3,2,Loyal
1944,15016,173,1,170.04000000000002,2,1,1,Normal
1945,15017,34,1,125.58000000000001,3,1,1,Normal
1946,15018,39,3,496.21,3,3,3,Loyal
1947,15019,267,1,265.99999999999994,1,1,2,Normal
1948,15021,9,9,1914.8200000000002,5,5,4,Champion
1949,15022,12,4,905.0400000000003,5,4,3,Loyal
1950,15023,3,11,6802.759999999999,5,5,5,Champion
1951,15024,10,10,1661.33,5,5,4,Champion
1952,15025,33,1,377.01000000000005,4,1,2,New customer
1953,15026,80,3,469.0,2,3,2,Normal
1954,15027,31,4,1066.15,4,4,4,Champion
1955,15028,8,4,627.13,5,4,3,Loyal
1956,15030,72,2,518.28,3,3,3,Loyal
1957,15031,4,4,668.1400000000002,5,4,3,Loyal
1958,15032,256,3,4959.1,1,3,5,At risk
1959,15033,5,10,2586.67,5,5,5,Champion
1960,15034,16,8,4308.610000000001,4,5,5,Champion
1961,15035,90,1,252.73000000000002,2,1,2,Normal
1962,15036,72,3,465.54999999999995,3,3,2,Loyal
1963,15038,59,6,705.49,3,5,3,Loyal
1964,15039,10,47,19914.440000000002,5,5,5,Champion
1965,15041,170,1,180.35,2,1,1,Normal
1966,15042,199,1,135.93,1,1,1,Normal
1967,15043,31,1,537.0,4,1,3,New customer
1968,15044,19,17,7700.2300000000005,4,5,5,Champion
1969,15045,152,2,735.66,2,3,3,Normal
1970,15046,9,15,5213.769999999999,5,5,5,Champion
1971,15047,270,1,343.61999999999995,1,1,2,Normal
1972,15048,65,4,384.05,3,4,2,Loyal
1973,15049,274,1,121.17000000000002,1,1,1,Normal
1974,15050,25,3,1782.09,4,3,4,Loyal
1975,15051,23,3,1391.61,4,3,4,Loyal
1976,15052,319,1,215.78,1,1,1,Normal
1977,15053,5,3,697.7900000000001,5,3,3,Loyal
1978,15054,12,2,302.09999999999997,5,3,2,Loyal
1979,15057,275,2,1489.5,1,3,4,At risk
1980,15058,25,11,2124.99,4,5,5,Champion
1981,15059,41,9,1337.7200000000003,3,5,4,Loyal
1982,15060,8,4,303.09000000000003,5,4,2,Loyal
1983,15061,4,48,54534.14,5,5,5,Champion
1984,15062,71,4,987.86,3,4,4,Loyal
1985,15063,213,1,370.79999999999995,1,1,2,Normal
1986,15065,38,4,3158.13,3,4,5,Loyal
1987,15066,53,1,893.59,3,1,3,Normal
1988,15067,78,3,1744.76,2,3,4,At risk
1989,15068,46,2,553.3600000000001,3,3,3,Loyal
1990,15069,179,1,1109.5300000000002,2,1,4,Lost high value
1991,15070,373,1,106.2,1,1,1,Normal
1992,15071,94,2,982.0700000000002,2,3,4,At risk
1993,15073,10,3,1043.41,5,3,4,Loyal
1994,15074,105,1,748.87,2,1,3,Normal
1995,15075,78,1,773.03,2,1,3,Normal
1996,15076,173,1,880.8500000000001,2,1,3,Normal
1997,15078,7,32,9743.11,5,5,5,Champion
1998,15079,213,4,895.61,1,4,3,Normal
1999,15081,22,5,504.79999999999995,4,4,3,Loyal
2000,15083,257,1,88.19999999999999,1,1,1,Normal
2001,15087,282,1,306.94,1,1,2,Normal
2002,15088,21,2,1160.07,4,3,4,Loyal
2003,15089,10,6,2420.84,5,5,5,Champion
2004,15090,308,1,381.31999999999994,1,1,2,Normal
2005,15091,68,1,480.71000000000004,3,1,2,Normal
2006,15092,215,2,457.81,1,3,2,Normal
2007,15093,18,6,4597.02,4,5,5,Champion
2008,15095,104,4,1370.6000000000004,2,4,4,At risk
2009,15096,43,1,219.39000000000001,3,1,1,Normal
2010,15097,4,1,248.07999999999998,5,1,1,New customer
2011,15098,182,3,39916.5,1,3,5,At risk
2012,15099,84,1,410.4799999999999,2,1,2,Normal
2013,15100,334,3,875.9999999999999,1,3,3,Normal
2014,15101,9,2,317.53,5,3,2,Loyal
2015,15103,31,2,703.36,4,3,3,Loyal
2016,15104,197,2,1027.44,1,3,4,At risk
2017,15105,18,7,2298.9300000000007,4,5,5,Champion
2018,15106,18,5,1422.5200000000002,4,4,4,Champion
2019,15107,311,6,319.5,1,5,2,Normal
2020,15108,142,4,1300.25,2,4,4,At risk
2021,15109,246,1,484.94999999999993,1,1,2,Normal
2022,15110,24,4,996.1000000000001,4,4,4,Champion
2023,15111,29,3,1567.48,4,3,4,Loyal
2024,15113,10,3,3609.33,5,3,5,Loyal
2025,15114,30,10,2760.5600000000004,4,5,5,Champion
2026,15115,18,1,340.11,4,1,2,New customer
2027,15116,18,4,1352.75,4,4,4,Champion
2028,15117,15,5,1551.7800000000002,4,4,4,Champion
2029,15118,134,1,244.8,2,1,1,Normal
2030,15119,246,1,266.40000000000003,1,1,2,Normal
2031,15120,134,1,358.81999999999994,2,1,2,Normal
2032,15121,50,2,457.71999999999997,3,3,2,Loyal
2033,15122,114,3,1633.7800000000002,2,3,4,At risk
2034,15123,7,2,2199.31,5,3,5,Loyal
2035,15124,23,2,184.19,4,3,1,Loyal
2036,15125,25,15,11528.479999999998,4,5,5,Champion
2037,15127,66,1,406.53,3,1,2,Normal
2038,15128,60,4,1471.0,3,4,4,Loyal
2039,15129,50,11,3447.4,3,5,5,Loyal
2040,15130,170,1,330.11000000000007,2,1,2,Normal
2041,15132,18,5,977.9300000000001,4,4,4,Champion
2042,15133,128,3,982.42,2,3,4,At risk
2043,15134,15,8,1387.9899999999998,4,5,4,Champion
2044,15135,239,1,139.05,1,1,1,Normal
2045,15136,3,4,1286.6999999999996,5,4,4,Champion
2046,15139,240,2,178.95999999999998,1,3,1,Normal
2047,15140,52,7,2354.25,3,5,5,Loyal
2048,15142,46,1,498.74,3,1,3,Normal
2049,15143,226,1,259.44999999999993,1,1,2,Normal
2050,15144,8,17,6580.44,5,5,5,Champion
2051,15145,4,4,1194.73,5,4,4,Champion
2052,15146,165,2,1327.1599999999999,2,3,4,At risk
2053,15147,240,1,623.5,1,1,3,Normal
2054,15148,11,1,301.29,5,1,2,New customer
2055,15149,134,1,520.8,2,1,3,Normal
2056,15150,17,10,5314.47,4,5,5,Champion
2057,15152,10,13,4745.6900000000005,5,5,5,Champion
2058,15153,31,1,329.25,4,1,2,New customer
2059,15154,75,1,296.41999999999996,2,1,2,Normal
2060,15156,1,3,961.4899999999999,5,3,4,Loyal
2061,15157,4,3,1936.0700000000002,5,3,4,Loyal
2062,15158,45,1,401.40000000000003,3,1,2,Normal
2063,15159,2,30,18641.010000000002,5,5,5,Champion
2064,15160,357,1,158.16,1,1,1,Normal
2065,15163,18,2,304.47,4,3,2,Loyal
2066,15164,69,3,843.0500000000002,3,3,3,Loyal
2067,15165,373,1,487.75,1,1,2,Normal
2068,15167,321,1,163.0,1,1,1,Normal
2069,15168,26,1,106.56,4,1,1,New customer
2070,15171,331,1,1289.5,1,1,4,Lost high value
2071,15172,9,5,1624.0500000000004,5,4,4,Champion
2072,15174,323,1,135.75,1,1,1,Normal
2073,15175,72,1,224.14000000000001,3,1,1,Normal
2074,15178,260,1,40.5,1,1,1,Normal
2075,15179,18,5,2206.9500000000007,4,4,5,Champion
2076,15180,367,1,87.5,1,1,1,Normal
2077,15181,66,3,689.4799999999999,3,3,3,Loyal
2078,15182,154,2,622.8499999999999,2,3,3,Normal
2079,15184,29,2,406.76,4,3,2,Loyal
2080,15185,70,1,310.62,3,1,2,Normal
2081,15186,14,2,411.40999999999997,4,3,2,Loyal
2082,15187,2,16,4777.18,5,5,5,Champion
2083,15189,1,41,16225.390000000001,5,5,5,Champion
2084,15192,120,3,1044.3200000000002,2,3,4,At risk
2085,15193,61,1,499.31999999999994,3,1,3,Normal
2086,15194,3,15,7616.530000000001,5,5,5,Champion
2087,15195,3,1,3861.0,5,1,5,New customer
2088,15197,11,3,1079.61,5,3,4,Loyal
2089,15198,92,2,193.64000000000001,2,3,1,Normal
2090,15199,59,4,1268.6999999999998,3,4,4,Loyal
2091,15201,87,5,1236.54,2,4,4,At risk
2092,15203,26,6,1827.8000000000002,4,5,4,Champion
2093,15204,357,1,316.58,1,1,2,Normal
2094,15205,85,2,653.24,2,3,3,Normal
2095,15206,10,4,420.3,5,4,2,Loyal
2096,15208,1,5,870.12,5,4,3,Loyal
2097,15210,225,1,331.18,1,1,2,Normal
2098,15211,60,2,894.4100000000001,3,3,3,Loyal
2099,15212,241,1,101.79999999999998,1,1,1,Normal
2100,15213,319,2,328.35,1,3,2,Normal
2101,15214,2,8,1661.44,5,5,4,Champion
2102,15215,47,3,734.94,3,3,3,Loyal
2103,15216,88,1,96.6,2,1,1,Normal
2104,15218,11,11,5756.889999999999,5,5,5,Champion
2105,15219,176,1,305.75,2,1,2,Normal
2106,15220,52,6,1778.9600000000003,3,5,4,Loyal
2107,15221,366,1,403.25000000000006,1,1,2,Normal
2108,15222,319,1,585.0,1,1,3,Normal
2109,15223,226,2,755.75,1,3,3,Normal
2110,15224,358,2,322.08,1,3,2,Normal
2111,15225,234,1,409.3999999999999,1,1,2,Normal
2112,15226,311,1,154.41,1,1,1,Normal
2113,15227,37,5,1219.4,3,4,4,Loyal
2114,15228,66,4,3386.7100000000005,3,4,5,Loyal
2115,15230,239,2,429.5999999999999,1,3,2,Normal
2116,15232,113,2,612.06,2,3,3,Normal
2117,15234,277,1,197.0,1,1,1,Normal
2118,15235,218,12,2247.51,1,5,5,At risk
2119,15236,299,1,321.05,1,1,2,Normal
2120,15237,2,4,1412.32,5,4,4,Champion
2121,15238,29,3,1071.99,4,3,4,Loyal
2122,15239,10,2,780.5899999999999,5,3,3,Loyal
2123,15240,45,5,1706.5700000000002,3,4,4,Loyal
2124,15241,67,8,1756.4400000000003,3,5,4,Loyal
2125,15243,74,1,316.68000000000006,2,1,2,Normal
2126,15244,65,2,631.5699999999999,3,3,3,Loyal
2127,15245,134,3,2515.84,2,3,5,At risk
2128,15246,238,2,514.15,1,3,3,Normal
2129,15247,122,1,356.0,2,1,2,Normal
2130,15249,32,13,6688.459999999999,4,5,5,Champion
2131,15251,9,11,10484.989999999998,5,5,5,Champion
2132,15252,36,2,740.7800000000001,3,3,3,Loyal
2133,15253,16,5,918.2,4,4,3,Loyal
2134,15254,127,1,300.36,2,1,2,Normal
2135,15255,67,1,890.8499999999998,3,1,3,Normal
2136,15256,149,1,98.45,2,1,1,Normal
2137,15257,283,1,317.15,1,1,2,Normal
2138,15258,169,2,623.16,2,3,3,Normal
2139,15260,100,7,1810.7700000000004,2,5,4,At risk
2140,15261,135,1,254.82,2,1,2,Normal
2141,15262,324,1,178.95,1,1,1,Normal
2142,15263,107,1,156.51000000000002,2,1,1,Normal
2143,15264,64,1,393.74000000000007,3,1,2,Normal
2144,15265,151,2,1506.1200000000001,2,3,4,At risk
2145,15266,338,1,119.3,1,1,1,Normal
2146,15267,22,5,1717.36,4,4,4,Champion
2147,15269,24,1,408.8,4,1,2,New customer
2148,15270,16,7,2379.4900000000002,4,5,5,Champion
2149,15271,7,15,2507.0699999999997,5,5,5,Champion
2150,15272,57,2,721.94,3,3,3,Loyal
2151,15274,4,2,716.57,5,3,3,Loyal
2152,15275,38,1,615.1400000000001,3,1,3,Normal
2153,15276,66,1,135.31,3,1,1,Normal
